ProductName,IngredientsText,ContainsCrustacean,ContainsMilk,ContainsEgg,ContainsFish,ContainsNut,ContainsSoy,ContainsSulphite
 Fanta ,"INGREDIENTS CARBONATED WATER, <a SUGAR, ACIDITY REGULATOR (330), STABILIZERS (414,445), PRESERVATIVE (211), COLOUR (110), FLAVOURS (NATURAL & NATURE-IDENTICAL FLAVORING SUBSTANCES)",0,0,0,0,0,0,0
 Fanta,"| Map. s NEN NERICON FARIUU IDR IUPECENreree = CI RRDENTS: CARBONATED WATER, SUCROSE, FLAVOURIN ites ACID, PRESERVATIVE (SODIUM BENZOATE), ULFAME POTASSIUM, SUGRALOSE AND COLOURING. CONTAINS PERMITTED FOOD ADDITIVES OF NON-ANIMAL ORIG.",0,0,0,0,0,0,0
 Mountain Dew ,"INGREDIENTS: CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CONCENTRATED ORANGE JUICE, CITRIC ACID, NATURAL FLAVOR, SODIUM BENZOATE (PRESERVES FRESHNESS), CAFFEINE, SODIUM CITRATE, ERYTHORBIC ACID (PRESERVES FRESHNESS), GUM ARABIC, CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR), BROMINATED VEGETABLE OIL, YELLOW 5.",0,0,0,0,0,0,0
 Appy Fizz ,"INGREDIENTS: WATER, SUGAR, CARBONATING AGENT (INS 290), ACIDITY REGULATORS [INS 296, INS 331(iii), INS 330), STABILIZER (INS 440), NATURAL COLOUR (INS 150d), PRESERVATIVE (INS 211), ANTIOXIDANT (INS 300), NATURE - IDENTICAL FLAVOURING SUBSTANCE (APPLE) (INS - INTERNATIONAL NUMBERING SYSTEM)",0,0,0,0,0,0,0
 Pepsi ,"INGREDIENTS: CARBONATED WATER, SUGAR, COLOUR (150d), ACIDITY REGULATOR (338), CAFFEINE (10.mg/100g), FLAVOUR (NATURAL FLAVOURING SUBSTANCES), STABILIZER (436),",0,0,0,0,0,0,0
Red Bull,"INGREDIENTS Wolter, Sucrose, Glucose, Acidulant (Ciric Acid), Carbson Ded Terin Teurine (0.4%), Acidity Regulators (Sodium Carbonotes), Flavours hood ‘ond dee ee Ey Mixed Fruits), Colour (Coramel), parte (30mg/100r), Vaamins (Niacin, B2. B6. BIZ)",0,0,0,0,0,0,0
Bisleri Limonata ,"Ingredients: Water, Sugar, Clear Lemon Juice AR Gorbtinae 0.83% (EQUIVALENT 10 Sa LEMON JUICE RECONSTITUTED), co Walco 4 (INS 290), Sodium Benzoate (INS 2 1 i (INS 296), Sodium Ore le 331 (ii). CONTAINS ADDED FLA IN NATURE IDENTICAL FLAVOURING SUBSTANCES), Contains Fruit.",0,0,0,0,0,0,0
 Gatorade,"INGREDIENTS: WATER, SUGAR, DEXTROSE, ACIDITY REGULATOR ps 30), MINERAL SALTS, FLAVOUR EMULSION (Flavouring bstances, Colour (133), Stabilizer (444 CONTAINS PERMITTED SYNTHETIC FOOD COR bit rae FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",0,0,0,0,0,0,0
Pepsico Gatorade(Orange) Softdrink,"INGREDIENTS: WATER, SUGAR, DEXTROSE, ACIDITY REGULATOR G20, MINERAL SALTS, FLAVOUR EMULSION (Flavouring ubstances, Colour (110)), Stabilizer (444). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR AND ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES)",0,0,0,0,0,0,0
Dabur Real(Masala Guava) Juice,"Ingredients water, guava pulp,sugar , salts , acidity regulator ,stabilizer , antioxidant ,spice and spice extracts",0,0,0,0,0,0,0
Dabur Real(Apple) Juice,"ngreaients Nater, sugar, liquid glucose, apple juice concentrate (3.30%)+, acidity regulator (ins 296) and antioxidant (ins 300).",0,0,0,0,0,0,0
Pepsico Tropicana(Litchi) Juice,"INGREDIENTS: WATER, “LITCHI PULP 13%, SUGAR, “CONCENTRATED APPLE JUICE 2%, ACIDITY REGULATOR (296), STABILIZER (440), SALT, ANTIOXIDANT (300). CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES).",0,0,0,0,0,0,0
Pepsico Tropicana(Pineapple) Juice,"INGREDIENTS: WATE “CONCENTRATED EAE JUICE int WBS NCES), IODISED SALT, COLOUR 160a(i)), SWEETENER (960a) *40% PINEAPPLE JUICE IN RECONSTITUTED BEVERAGE CONTAIN NON-CALORIC SWEETENER THIS PRODUCT CONTAINS STEVIOL GLYCOSIDE",0,0,0,0,0,0,0
Pepsico Tropicana(Pomegranate) Juice,"INGREDIENTS: WATER, SUGAR, “CONCENTRATED FRUIT JUICES [CONCENTRATED POMEGRANATE JUICE (°3.4%), CONCENTRATED APPLE JUICE (1.1%), CONCENTRATED RED GRAPE JUICE (0.7%), CONCENTRATED ARONIA BERRY JUICE], ACIDITY REGULATOR (330), SALT, STABILIZERS (466, 440), SWEETENER (960). CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES). *THIS PACK CONTAINS POMEGRANATE JUICE FROM APPROX 500g REAL POMEGRANATE FRUIT.",0,0,0,0,0,0,0
Parle Agro Frooty Softdrink,"INGREDIENTS: WATER, SUGAR, MANGO PULP (11.2%), ACIDITY REGULATORS [INS 330, INS 331(iii)], NATURE - IDENTICAL FLAVOURING SUBSTANCES (MANGO), STABILIZERS (INS 466, INS 415), PRESERVATIVE (INS 211), ANTIOXIDANT (INS 300), FOOD COLOUR (INS 110) AND ANTIFOAMING AGENT (INS 900a). (INS-INTERNATIONAL NUMBERING SYSTEM).",0,0,0,0,0,0,0
Coca Cola Maaza Softdrink,"Ingredients Water, Mango Pulp (19.5%), Sugar, Acidity Regulator (330), Antioxidant (300), Preservative (202), Colour (110), Contains Permitted Class II Preservative, Synthetic Food Colour & Added Flavours (Natural, Nature Identical, Artificial Flavouring Substances), Contains Fruit",0,0,0,0,0,0,0
Hector Beverages Paper Boat(Aamras) Juice,"Ingredients Water, Mango Pulp (45%), Sugar, Acidity Regulator (Citric Acid), Antioxidant (Ascorbic Acid), Cardamom Powder And Saffron Powder. Contains Added Flavours (Natural And Nature-Identical Flavouring Substances).",0,0,0,0,0,0,0
Hector Beverages Paper Boat(Aam Panna) Juice,"Ingredients Water, Sugar, Mango Puree (10%), lodised Salt, Spices And Condiments (Amchur Powder, Cumin Powder, Pepper Black Powder), Lemon Juice Concentrate (0.2%), Acidity Regulator (Citric Acid), Stablizer (Carboxy Methyl! Cellulose And Guar Gum), Antioxidant (Ascorbic Acid) And Black Salt. Contains Added Flavours (Natural And Nature-Identical Flavouring Substances).",0,0,0,0,0,0,0
Hamdard Lab Rooh Afza Sharbat,"Ingredients Sugar, Distillate of Fragrant Screw Pine, Distillate of Rose Citric Acid, F.D & C. Red 40, Sodium Benzoate, Xanthum Gum, Aqua Distillate",0,0,0,0,0,0,0
Pioma Rasna(Orange) Drinkmix,"INGREDIENTS: SUGAR, FRUIT JUICE POWDER, FRUIT AND VEGETABLE EXTRACT, ACIDITY REGULATOR (INS 330), GLUCOSE, EMULSIFYING AND STABILIZING AGENTS (INS 414, INS 331, INS 415), VITAMINS, FLAVOURS (NATURAL AND NATURE IDENTICAL _FLAVOUR- ING SUBSTANCES-ORANGE), SWEETENER (INS 955), MINER- ALS, COLOURS (INS 171, INS 110, INS 102), ANTICAKING AGENT (INS 551) [ THs CONTAINS SUCRALOSE CONTAINS NON-CALORIC SWEETENER",0,0,0,0,0,0,0
Pioma Rasna(Mango) Drinkmix,"INGREDIENTS: SUGAR, FRUIT JUICE POWDER, FRUIT AND VEGETABLE EXTRACT, ACIDITY REGULATOR (INS 330), GLUCOSE, EMULSIFYING AND STABILIZING AGENTS (INS 414, INS 331, INS 415). VITAMINS, FLAVOURS (NATURAL = AND NATURE IDENTICAL FLAVOUR ING SUBSTANCES-MANGO), SWEETENER (INS 955), MINER- ALS, GOLORS (INS 171, INS 102, INS 110), ANTICAKING AGENT (INS 551) THIS CONTAINS SUCRALOSE CONTAINS NON-CALORIC SWEETENER.",0,0,0,0,0,0,0
Hersheys Hersheys(Chocolate Syrup) Syrup,"‘Cocoa Solids (5%), Natural Food Colour (150a), Malt Extract, Oligofructose, Thickener (415), Preservative (202), Edible Common Salt and Flavours (Nature ‘Gentical and Artificial (Vanilla) Flavouring Substances) ALLERGEN INFORMATION: CONTAINS WHEAT AND BARLEY. MAY CONTAIN MILK AND NUT.",0,1,0,0,1,0,0
Hersheys Hersheys(Strawberry Syrup) Syrup,"Ingredients: Invert Suga. Water, Sugar, Liquid Gucose, Flavours (Artificial Flavouring Substances = Strawberry and Vanila), Thickener (415), Oigotructose, Preservative (211) and Synthetic Food Colour (124) ALLERGEN INFORMATION: MAY CONTAIN WHEAT, BARLEY, MILK AND NUT",0,1,0,0,1,0,0
Zydus Glucon D(Nimbu Pani) Drinkmix,"Ingredients: Glucose (52%), Sucrose (45%), Acidity Regulator (INS 330), Natural Flavouring Substance, Mineral (Calcium Phosphate), Edible Common Salt, Vitamin C.",0,0,0,0,0,0,0
Zydus Glucon D(Orange) Drinkmix,"Ingredients Glucose, Sucrose, Acidity Regulator, Mineral, Common Edible Salt, Vitamin C.",0,0,0,0,0,0,0
Mondelez Tang(Orange) Drinkmix,"Ingredients Sugar, Acidity Regulator (330), Orange Fruit Powder (0.9%*), Anticaking Agent (341(iii), Vitamins, Stabilizers (415, 466), Colours (171, 110, 102), Natural Flavouring Substances, Sweetener (955), lodised Salt, Mineral (Zinc Sulphate). ADDED ORANGE FLAVOUR.",0,0,0,0,0,0,0
Mondelez Tang(Lemon) Drinkmix,"Ingredients Sugar, Acidity Regulator (330), Lemon Fruit Powder (0.9%*), lodised Salt, Vitamins, Anticaking Agent (341 (iii)), Flavour (Natural and Nature Identical Flavouring Substances), Stabilizers (415, 466), Sweetener (955), Mineral (Zinc Sulphate), Colour (171). ADDED LEMON FLAVOUR. THIS CONTAINS SUCRALOSE. CONTAINS NON-CALORIC SWEETENER",0,0,0,0,0,0,0
Mondelez Tang(Mango) Drinkmix,"Ingredients Sugar, Acidity Regulator (330), Stabilizers (415,466), Mango Fruit Powder (0.9%*), Flavour (Natural and Nature Identical Flavouring Substances), Anticaking Agent (341 (iii), Vitamins, Colours (171, 150d, 102, 110), Sweetener (955), Mineral (Zinc Sulphate). ADDED MANGO FLAVOUR.",0,0,0,0,0,0,0
Parle Agro Smoodh(Chocolate Hazelnut) Flavouredmilk,"INGREDIENTS: WATER, DOUBLE TONED MILK (40%), SUGAR, WHEY POWDER, MILK SOLIDS, COCOA SOLIDS (1%), MALT EXTRACT, EMULSIFIERS AND STABILIZERS [INS 460(i), INS 471, INS 466, INS 407, INS 340, INS 452], NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE, HAZELNUT) AND IODISED SALT. (INS-INTERNATIONAL NUMBERING SYSTEM) ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET.",0,1,0,0,1,0,0
 Amul Kool(Badam) Flavouredmilk,"Ingredients: Toned milk, milk solids, sugar, synthetic food colours (110, 122, 150d, 102), artificial flavouring substances (badam, caramel). Allergen Information: Contains milk.",0,1,0,0,0,0,0
 Amul Kool(Elaichi) Flavouredmilk,"Ingredients: Toned mil, milk solids, sugar, synthetic food colours (102,133), artifical flavouring substances (each). Allergen Information: Contains milk.",0,1,0,0,0,0,0
 Amul Kool(Rose) Flavouredmilk,"Ingredients: Toned milk, milk solids, sugar, synthetic food colour (127), artificial flavouring substances (Rose), Allergen Information: Contains milk.",0,1,0,0,0,0,0
Amul Amul Kool(Koko) Flavouredmilk,"Ingredients: Double toned milk, sugar, cocoa solids (6.5%), stabilizer (407), nature identical and artificial flavouring substances (cocoa, vanilla). Allergen Information: Contains milk.",0,1,0,0,0,0,0
Parle Agro Smoodh(Chocolate) Flavouredmilk,"INGREDIENTS: WATER, MILK SOLIDS*, SUGAR, WHEY POWDER, COCOA SOLIDS (1%), MALT EXTRACT, EMULSIFIERS AND STABILIZERS [INS 460(i), INS 471, INS 466, INS 407, INS 340, INS 452], NATURE IDENTICAL FLAYOURING SUBSTANCE (CHOCOLATE) AND IODISED SALT. (*EQUIVALENT TO 42% m/m TONED MILK) (INS-INTERNATIONAL NUMBERING SYSTEM) ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET.",0,1,0,0,0,0,0
 Amul Lassi Flavouredmilk,"Ingredients: Toned Milk Dahi, Water and Sugar. CONTAINS PERMITTED STABILIZER (E 440) AND ADDED NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES (ROSE).",0,1,0,0,0,0,0
 Epigamia Chocolate  Milkshake,"Ingredients: Toned Milk (73.4%), Water, Sugar, Milk Solids, Cocoa Powder (1.5%), Emulsifier & Stabilizer (INS 471, INS 407, INS 412), Acidity Regulator (INS339(ii)], Natural Flavouring Substances, Edible Common Salt, Vitamins (A, D)",0,1,0,0,0,0,0
 Epigamia Strawberry  Milkshake,"Ingredients: Toned Milk (83%), Sugar, Water, Milk Solids, Emulsifier & Stabilizer (INS 471, INS 407, INS 412, INS 415), Natural Flavouring Substances, Acidity Regulator {INS339(iii)), Vitamins (A, D), Colour (INS 127)",0,1,0,0,0,0,0
 Hersheys(Chocolate Milkshake) Milkshake,"Ingredients: Water, Sugar, Milk Solids (8%""), Cocoa solids (0.75%""), Emulsifier (460(|), 466, 471), Mineral (Calcium carbonate), Sequestrant (339(i)), Edible common salt, Mineral (Zinc sulphate), Vitamin E (Acetate), Vitamin A (Acetate), VitaminD2(Ergocalciferol), VitaminB1 (Thiamine chloride hydrochloride) and Vitamin B2 (Riboflavin) CONTAINS ADDED FLAVOUR - NATURE IDENTICAL FLAVOURING SUBSTANCES,",0,1,0,0,0,0,0
 Hersheys(Strawberry Milkshake) Milkshake,"Ingredients: Water, Sugar, Milk Solids (8%""), Emulsifier ((460(i),466,(471)), Mineral (Calcium carbonate), Sequestrant (339(ii)), Thickening agent (415), Mineral (Zinc sulphate), Vitamin E (Acetate), Vitamin A (Acetate), Vitamin D2 (Ergocalciferol), Vitamin B1 (Thiamine chloride hydrochloride), Vitamin B2 (Riboflavin) and Edible common salt. CONTAINS PERMITTED SYNT/HETIC FOOD COLOUR (127) AND NATURE IDENTICAL FLAVOURING SUBSTANCES.",0,1,0,0,0,0,0
 Hersheys(Vanilla Milkshake) Milkshake,"Ingredients: Water, Sugar, Milk Solids (8%""), Emulsifier (460()), 466, 471, 407), Mineral (Calcium carbonate), Sequestrant (339(ii)), Mineral (Zinc sulphate), Vitamin E (Acetate), Vitamin A (Acetate), Vitamin D2 (Ergocalciferol), Vitamin B1 (Thiamine chloride hydrchloride) and Vitamin B2 (Riboflavin) and Edible common salt. CONTAINS ADDED FLAVOUR - NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA ICE CREAM).",0,1,0,0,0,0,0
 Hersheys(Caramel Syrup) Syrup,"Ingredients: Sugar, Water, Liquid Glucose, Invert Sugar, Milk Solids, Sequestrants (339(ii),331 (iii), Edible Common Salt, Flavour (Artificial Flavouring Substance- Caramel), Thickener (415), Preservative(202), Natural and Synthetic Food Colours (150c and 124) ALLERGEN INFORMATION: CONTAINS MILK. MAY CONTAIN WHEAT. BARLEY AND NUT",0,1,0,0,1,0,0
 Amul Kool Cafe(Hazelnut) Flavouredmilk,"Ingredients: Standardized Milk, Milk Solids ut poles (0.7%), Permitted Stabilzer (6401) | ONTAINS ADDED FLAVOU! INATU 5) NATURE IDENTICAL FLAVOURING SUBSTANCE",0,1,0,0,0,0,0
 Amul Kool Cafe(Milkn Coffee) Flavouredmilk,"Ingredients: Standardized milk, sugar, milk solids, coffee (0.7%), stabilizer (401). Allergen Information: Contains milk.",0,1,0,0,0,0,0
Parle Agro Smoodh(Toffee Caramel) Flavoured milk,"INGREDIENTS: WATER, DOUBLE TONED MILK (40%), SUGAR, WHEY POWDER, DEXTROSE, MILK SOLIDS, MALT EXTRACT, FOOD COLOUR (INS 150c) (0.65%), EMULSIFIERS AND STABILIZERS [INS 460(i), INS 471, INS 466, INS 407, INS 340, INS 452), COCOA SOLIDS, NATURE IDENTICAL AND ARTIFICIAL FLAYOURING SUBSTANCES (CARAMEL, TOFFEE, VANILLA) AND IODISED SALT. (INS-INTERNATIONAL NUMBERING SYSTEM) ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET.",0,1,0,0,0,0,0
Parle Agro Smoodh(Coffee Frappe) Flavoured milk,"INGREDIENTS: WATER, DOUBLE TONED MILK (40%), SUGAR, WHEY POWDER, MILK SOLIDS, INSTANT COFFEE - CHICORY MIXTURE (0.7%) [COFFEE (70%), CHICORY (30%)], EMULSIFIERS AND STABILIZERS {INS 460(i), INS 471, INS 466, INS 407, INS 340, INS 452), FOOD COLOUR (INS 150c), COCOA SOLIDS AND NATURE IDENTICAL FLAYOURING SUBSTANCE (COFFEE). (INS-INTERNATIONAL NUMBERING SYSTEM) ALLERGEN INFORMATION: CONTAINS MILK.",0,1,0,0,0,0,0
 Amul Kool(Strawberry) Flavoured milk,"eam - - Ingredients: Milk Solids, Sugar, Strawberry Crush, i Permitted Stabilizer (E 407). CONTAINS PERMITTED SYNTHETIC FOOD COLOURS ~ €127,£ 110, E 122) AND ADDED STRAWBERRY FLAVOUR (ARTIFICIAL FLAVOUSING SUBSTANCES).",0,1,0,0,0,0,0
 Amul Kool(Kesar) Flavoured milk,"Ingredients: Toned Milk, Milk Solids & Sugar",0,1,0,0,0,0,0
 Amul Masti Buttermilk Flavoured milk,"Ingredients: Milk Solids, Common Salt, Spices & Condiments (1%), Permitted Stabilizer (E 460(i)).",0,1,0,0,0,0,0
Drums Food Epigamia Greek Yogurt(Blueberry) Yogurt,"Ingredients: Greek Yogurt (Pasteurized Double Toned Milk, Milk Solids, Stabilizer (Pectin), Permitted Lactic Acid Cultures), Processed Blueberry Pulp (Sugar, Blueberry Puree, Water, Stabilizer (Pectin), Lemon Juice Concentrate, Natural Flavouring Susbtance)",0,1,0,0,0,0,0
Drums Food Epigamia Greek Yogurt(Strawberry) Yogurt,"Ingredients: Greek Yogurt (Pasteurized Double Toned Milk, Milk Solids, Stabilizer (Pectin (INS 440)], Permitted Lactic Acid Cultures), Processed Strawberry Pulp (Sugar, **Strawberry Puree, Water, Stabilizer [Pectin (INS 440)], Colouring Concentrate Black Carrot and Lemon Juice Concentrate, Nature Identical Flavouring substances (Strawberry), Total Fruit Content : **4.5%",0,1,0,0,0,0,0
Drums Food Epigamia Greek Yogurt(Natural) Yogurt,"Ingredients: Pasteurized Double Toned Milk, Milk Solids, Stabilizer (Pectin), Permitted Lactic Acid Cultures",0,1,0,0,0,0,0
Drums Food Epigamia Greek Yogurt(Alphonso Mango) Yogurt,"Ingredients: Greek Yogurt (Pasteurized Double Toned Milk, Milk Solids, Stabilizer (Pectin [INS 440]), Permitted Lactic Acid Cultures), Processed Alphonso Mango Pulp (**Alphonso Mango Puree, Sugar Syrup), Total Fruit Content: **14%",0,1,0,0,0,0,0
Drums Food Epigamia Greek Yogurt(Wild Raspberry) Yogurt,"Ingredients: Greek Yogurt [Pasteurized Double Toned Milk, Milk Solids, Stabilzer (Pectin [INS 440]), Permitted Lactic Acid Cultures), Processed Raspberry Pulp (Sugar, “*Raspberry Puree, Water, Apple Juice Concentrate, Stabilizer (Pectin), Acidity Regulator (Malic Acid {INS 296]), Grape Concentrate, Nature Identical Flavouring Substances (Raspberry)), Total Fruit Content: **3.4%",0,1,0,0,0,0,0
Nestle Nescafe Coffee Milk Flavouredmilk,"Ingredients UHT Treated Flavoured Double Toned Milk. Double Toned milk (87%), Sugar, Coffee (0.8%), Acidity regulator (339(ii)), Nature-Identical flavouring substances, Stabilizer (407) and lodized salt.Ccontains Milk.",0,1,0,0,0,0,0
Nestle Maggi Masala Noodles,"Ingredients Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Acidity regulators (501(i) & 500(i)) & Humectant (451(i)). MASALA TASTEMAKER: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chili powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavor enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten. Allergen Note: Contains Wheat & Nut. May contain Milk, Mustard, Oats and Soy.",0,1,0,0,1,1,0
Nestle Maggi Masala(Veg Atta) Noodles,"Ingredients NOODLES Wheat Flour (Atta) (84.2%), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Humectants (451(i) & 452(i)) and Acidity regulators (501(i) & 500 (i)). Masala *TASTEMAKER® Dehydrated Vegetables (22%) (Carrot bits (12%), Green peas (10%)) Mixed spices (20.3%) (Roasted spice mix powder (5.6%) (Coriander, Turmeric, Cumin, Aniseed, Black pepper, Fenugreek, Ginger, Green cardamom, Cinnamon, Clove, Nutmeg, Bay leaf, Black hilli bits, Coriander powder, Turmeric powder, Ginger powder, Aniseed powder, Black pepper powder, Cumin powder, Cumin, Fenugreek powder, Capsicum extract, Compounded asafoetida, Star anise powder, Coriander extract & Cumin extract), Toasted onion flakes (Onion (17.5%), Corn oil), Wheat Flour (Atta), Sugar, lodized salt, Toasted onion powder (Onion (4.9%), Corn oil), Thickener (508), Palm oil, Flavour enhancer (635), Yeast extract powder, Starch, Acidity regulator (330), Wheat gluten and Mineral. Allergen Note: Contains Wheat. May contain Milk, Oats and Soy.",0,1,0,0,0,1,0
Unilever Knorr Soupy Noodles Noodles,"Ingredients: Refined Wheat Flour (Maida), Palm Oil/Palmolein, lodised salt, Sugar, Mixed Spices, Hydrolyzed Vegetable Protein, ‘Dehydrated Vegetables (Carrot (0.78%), Leeks (0.08%), Onion powder, Wheat Gluten, Garlic powder Pm, Hydrogenated Palm Oil, Flavour Enhancer - 627 & 631, Acidity Regulator - 500(ii), Texturizer - 451 (i), Anti-caking agent - 551, Thickener - 415, Antioxidant - 319. lay Contain Traces of Milk, Soya, Mustard, Celery & Nuts, CONTAINS ADDED FLAVOUR - NATURE IDENTICAL FLAVOURING SUBSTANCES.",0,1,0,0,1,0,0
Capital Foods Chings Veg Hakka Noodles Noodles,"INGREDIENTS: Refined Wheat Flour (Maida) (96%), Wheat Gluten, lodised Salt, Raising Agents (INS 500 (ii), INS 500(i)), Thickening & Stabilizing Agents (INS 452 (i), INS 451 (i), INS 471, INS 339 (ii), INS 412), Acidity Regulators (INS 450 (iii), INS 501 (i)). Contains: Wheat. May contain: Soy Mustard Milk and Celery",0,1,0,0,0,1,0
Nestle Maggi Masala(Cuppa) Noodles,"Ingredients NOODLES: Refined wheat flour (Maida), Palm oil, lodised salt, Thickners (412 & 508), Humectant (451(i)) and Acidity regulators (501(i), 500 (i)) & 330). TASTEMAKER: Mixed spices (18.4%), Dehydrated vegetables (14.4%) (Carrot flakes (7.5%), Green peas ( 6.9% )), Sugar, Starch, lodized salt, Nature identical flavouring substance, Tomato paste ( 5.6% ), Toasted onion flakes ( 4.7% ), Refined wheat flour (Maida), Roasted garlic flakes, Thickeners (508 & 415), Onion powder ( 2.8% ), Palm oil, Herbs, Natural flavouring substances, Yeast extract powder, Flavour enhancer (635), Tamarind powder, Acidity regulator (330) & Wheat gluten. Contains Wheat. May contains milk, oats & soy""",0,1,0,0,0,1,0
Nestle Maggi(Spicy Garlic) Noodles,"Ingredients Noodles : Refined Wheat Flour (Maida), Palm Oil, lodized Salt, Wheat Gluten, Thickeners (508 & 412), Acidity Regulators (501 (i) & 500 (i)) And Humectant (451(i)). Masala Tastemaker : Mixed Spices (55.7%) (Garlic Powder (36.4%), Red Chilli Flakes, Onion Powder, Spice Extract Blend, Curry Spice Extract Blend, Star Anise Powder, Rosemary Extract & Capsicum Extract), Sugar, lodized Salt, Thickener (508), Flavour Enhancer (635), Palm Oil, Starch And Acidity Regulator (330).",0,0,0,0,0,0,0
Nestle Maggi(Spicy Cheesy) Noodles,"Semanal Refined wheat flour (Maida), Palm oll, Wheat gluten, lodized salt, Thickeners (508 & 412), Acidity regulators (501) & 500 (3) and Humectant (4510). ‘Sugar, Thickeners (508 & 412), Starch, Milk solids, lodized salt, Cheese (5.6%), ‘Flavour enhancer (635), Garlic powder, Yeast extract powder, Nature identical flavouring substances, Onion powder, Spice extract blend, Maltodextrin, Capsicum extract, Black pepper bits, Dehydrated coriander leaves, Palm oil, Red chill flakes, (fs) and Rosemary extract. Allergen Note: Contains Wheat & Milk ‘May Contain Soy & Oats.",0,1,0,0,0,1,0
Nestle Maggi(Chatpata Besan) Noodles,"NOODLES ‘Besan Blend Flour (Besan flour (34.3%), Wheat Flour (Atta) & Starch), Palm oil, Wheat gluten, lodized salt, Thickeners (508 & 412), Humectants (451 (i) & 452()) and Acidity regulators (501(i) & 500 ()), ‘Masala *TASTEMAKER’ —————— ‘Maxed Spices (23.5%) (Red chill bits, Garlic powder, Red chilli powder, Coriander powdes, Turmeric powdes, Black pepper powder, Dehydrated coriander leaves, Aniseed powder, Cumin powder, Ginger powdes, Star anise powder, Fenugreek powder, Compounded asafoetida, Capsicum extract, Cinnamon powder, Green cardamom powder Clove powder, Nutmeg powder, Bay Flavour enhancer (635). Yeast extract powdes, Palm oil, Thickeness (508 & 412), Acidity regulator (330), Com olf and Nature identical flavouring substances. ‘Allergen Note: Contains Wheat May contains Oats, Mik & Soy.",0,0,0,0,0,1,0
Nestle Maggi(Special Masala) Noodles,"Ingredients Noodles - Refined wheat flour (Maida), Palm oil, Wheat gluten, lodized salt, Thickeners (508 & 412), Acidity regulators (501(i) & 500(i)) & Humectant (451(i)). Tastemaker - Mixed spices (35.2%)(Roasted spice powder (9.3%)(Cumin, Coriander, Turmeric, Aniseed, Black pepper, Fenugreek, Ginger, Clove, Green cardamom, Nutmeg, Bay leaf & Black cardamom), Red chilli powder, Onion powder, Garlic powder, Black pepper powder, Coriander powder, Turmeric powder, Cumin powder, Ginger powder, Aniseed powder, Fenugreek powder, Capsicum extract & Cumin extract), Sugar, lodized salt, Refined wheat flour (maida), Onion, Thickener (508), Starch, Flavour enhancer (635), Yeast extract powder, Palm oil, Dehydrated kasuri methi leaves, Acidity regulator (330), Corn oil, Mineral & Wheat gluten. Allergen note- Contains wheat. May contain Milk, Mustard & Soy.",0,1,0,0,0,1,0
Nestle Maggi(Cuppa Chilly Chow) Noodles,"Ingredients NOODLES: Refined wheat flour (Maida), Palm oil, lodised salt, Thickeners (412 & 508), Humectant (451(i)) and Acidity regulators (501(i), 500 (i)) & 330). TASTEMAKER: Dried garlic, Mixed spices, Starch, lodized salt, Refined wheat flour (Maida), Tomato paste (7%), Dehydrated onion (6.8%), Sugar, Dehydrated carrot bits (6.3%), Thickeners (508 & 415), Toasted onion flakes (4%), Palm oil, Flavour enhancer (635), Acidity regulator (330), Roasted garlic flakes, Yeast extract powder, Colour ( 150d ) & Wheat gluten. Contains Wheat. Mav contains milk. oats & sov.",0,1,0,0,0,0,0
